193	54997	20	346519	424
194	559KA	20	350686	605
195	55KQ8	20	351688	357
196	57636	20	357942	474
197	58737	20	362295	723
198	58TAJ	20	363233	745
199	59235	20	365109	494
200	59524	20	365860	598
201	59T29	20	367145	831
202	5TTK7	20	371415	415
203	5TA53	20	372307	104
204	5Q73Q	20	378684	34
205	5AJ24	20	385316	285
206	5A3K3	20	386003	68
207	5A598	20	386456	369
208	5A88T	20	387210	732
209	6J3A2	20	398306	999
210	6J5TQ	20	398764	24
211	6JT39	20	399929	760
212	62T28	20	404008	288
213	64QJ5	20	412693	941
214	6577Q	20	415612	916
215	659T6	20	416166	336
216	65Q75	20	416885	669
217	66JJ6	undefined	418070	321
218	66872	20	419954	267
219	67422	20	422946	700
220	69337	20	430903	252
221	69Q49	20	433225	921
222	6QJTK	20	442797	575
223	6K224	20	447012	456
224	6K756	20	448342	257
225	6A977	20	452983	146
226	6AQJ4	20	453652	898
227	72567	20	468327	787
228	7374A	20	472910	261
229	73T76	20	473718	716
230	742JT	20	475674	531
231	74A54	20	478804	388
232	7599Q	20	481692	499
233	7644Q	20	484428	924
234	766A3	20	485091	128
235	76873	20	485491	525
236	77T85	20	490117	361
237	79Q7A	20	498814	23
238	79K57	20	499031	933
239	79A44	20	499268	932
240	7TJ4K	20	500045	603
241	7TK2J	20	503073	479
242	7Q2JA	20	508446	139
243	7A9J4	20	518420	830
244	8J4TK	20	529581	391
245	8J4AT	20	529642	43
246	8J5TK	20	529837	651
247	8JT6A	20	531054	706
248	8JQK4	20	531668	343
249	82T38	20	535096	961
250	834KJ	20	537809	540
251	8487A	20	542846	190
252	852JQ	20	545308	943
253	8554K	20	546125	466
254	855Q2	20	546242	230
255	86Q77	20	552055	453
256	88J8J	undefined	557441	259
257	88AT9	20	560809	526
258	8Q3J6	20	574230	441
259	8QTJ3	20	576019	3
260	8QK6K	20	576877	41
261	8KJ94	20	577940	226
262	8KQ77	20	580727	952
263	8KK94	20	581012	553
264	8A97A	20	584062	133
265	9374J	20	603969	523
266	94KJA	20	609566	78
267	9565A	20	611934	407
268	9566K	20	611949	908
269	956AA	20	612078	242
270	9746J	20	619617	509
271	97478	20	619640	268
272	983J7	20	623383	909
273	98386	20	623494	403
274	9975A	20	628574	183
275	9Q25J	20	639569	404
276	9Q8A8	20	641256	759
277	9K8AJ	20	645345	27
278	9KT8K	20	645773	329
279	T3JKQ	20	668124	769
280	T3855	20	669781	562
281	T3AQ3	20	671427	621
282	T49J8	20	674072	763
283	T5488	20	677000	585
284	T628T	20	680586	750
285	T65T2	20	681378	310
286	T7699	20	685721	365
287	T87J5	20	689941	942
288	T8789	20	690057	681
289	T92T8	20	692904	668
290	T94T2	20	693410	589
291	TT3Q7	20	697287	385
292	TK2T7	20	709287	225
293	TAA3Q	20	716348	803
294	QJ3K4	20	791508	686
295	QJ6K3	20	792275	692
296	Q4QA5	20	806117	429
297	Q72AA	20	815854	358
298	Q7944	20	817476	355
299	Q8553	20	820563	632
300	Q8599	20	820633	14
301	Q947Q	20	824444	284
302	QQT74	20	838260	642
303	QQK27	20	838951	822
304	QKKT6	20	843174	736
305	QA338	20	844600	220
306	QA52A	20	845102	397
307	KJ3A2	20	857058	283
308	K2326	20	860966	564
309	K267J	20	861809	728
310	K3TQT	20	867018	506
311	K47AJ	20	870369	142
312	K48TK	20	870573	902
313	K5622	20	874018	984
314	K627K	20	877181	869
315	K75AA	20	882158	292
316	K7K93	20	884115	138
317	KQ5TJ	20	902561	58
318	KQ646	20	902726	812
319	KK64A	20	906830	234
320	KK985	20	907653	627
321	KKT82	20	907906	502
322	KA6JT	20	910874	923
323	KAK3T	20	912698	134
324	AJK64	20	925028	505
325	A2JKQ	20	926172	799
326	A3J9K	20	930205	765
327	A45JT	20	935194	751
328	A48KK	20	936157	920
329	A4992	20	936338	6
330	A56JT	20	939546	110
331	A73QJ	20	947137	641
332	A8JKQ	20	950748	855
333	A89JQ	20	952604	97
334	A8A96	20	954006	863
335	A95K9	20	955865	659
336	AT84A	20	960590	227
337	AQ4J9	20	967705	532
338	AQ4JT	20	967706	778
339	AK9TK	20	973229	936
340	AAT89	20	977545	959
341	22533	30	140595	948
342	22646	30	140870	420
343	22977	30	141687	515
344	22QQ4	30	142532	31
345	22A8A	30	142990	126
346	2332A	30	144174	798
347	26Q62	30	158818	931
348	288K2	30	166098	371
349	2992Q	30	170284	551
350	2AA29	30	192041	713
351	32A2A	30	208430	866
352	339AA	30	211438	754
353	34473	30	214131	702
354	35532	30	218418	480
355	37799	30	227225	844
356	38686	30	231046	806
357	38939	30	231737	205
358	38A38	30	233016	578
359	39TT9	30	236201	683
360	3T3QT	30	238538	408
361	3Q3TQ	30	246700	501
362	4224T	30	270922	560
363	42323	30	271139	747
364	42524	30	271652	356
365	4455Q	30	279900	927
366	447A7	30	280551	896
367	44T66	30	281190	82
368	47734	30	292660	393
369	48787	30	296839	581
370	4Q84Q	30	313420	448
371	4QQ88	30	314504	255
372	4K4AA	30	316654	511
373	5252A	30	337198	912
374	53737	30	341815	554
375	53QQ5	30	343237	447
376	5445K	30	345181	913
377	56365	30	353125	348
378	5665Q	30	353884	260
379	57335	30	357173	972
380	58A58	30	364120	593
381	59AA9	30	368361	678
382	5Q54Q	30	378188	293
383	5Q5Q6	30	378310	201
384	5Q8Q5	30	379077	567
385	5QAQA	30	380622	274
386	5AQQ5	30	388293	966
387	5AA25	30	388645	337
388	6363A	30	407102	475
389	67726	30	423718	114
390	67AA6	30	425702	440
391	68986	30	428422	487
392	6T226	30	434726	30
393	6T33T	30	435002	85
394	6K65K	30	448093	152
395	72AA7	30	470759	25
396	73739	30	472889	399
397	7575A	30	481118	233
398	772K2	30	488146	421
399	77828	30	489512	223
400	77KAK	30	490989	478
401	78557	30	492887	846
402	7TT73	30	502387	410
403	7Q979	30	510329	834
404	82332	30	533298	181
405	84548	30	542024	572
406	84748	30	542536	865
407	85K85	30	548229	67
408	86644	30	550468	213
409	86699	30	550553	238
410	866A8	30	550632	367
411	87558	30	554328	655
412	87668	30	554600	264
413	877K8	30	554968	790
414	878TT	30	555178	880
415	88TQQ	30	559820	892
416	88QQ7	30	560327	516
417	8T585	30	566661	517
418	8QQ22	30	576546	607
419	8QQ86	30	576646	727
420	8A778	30	583544	53
421	8AA48	30	585288	956
422	92525	30	599333	390
423	949T4	30	608676	484
424	97K79	30	621945	373
425	99565	30	628069	473
426	99Q66	30	629862	21
427	99KK4	30	630228	947
428	9QQ97	30	642199	186
429	9A9KA	30	649694	791
430	T4T46	30	674374	556
431	T5T45	30	678469	722
432	T5TQ5	30	678597	546
433	T5TKK	30	678621	858
434	T5AA5	30	679653	503
435	T8T77	30	690807	435
436	TT5AA	30	697838	86
437	TT6QQ	30	698060	522
438	TQ8QT	30	706762	895
439	TKTK8	30	711384	275
440	Q2QAA	30	797934	826
441	Q2A2Q	30	798252	445
442	Q3AQ3	30	802499	318
443	Q433Q	30	803644	968
444	Q4KQ4	30	806340	79
445	Q77Q3	30	817091	159
446	K3737	30	866103	165
447	KK646	30	906822	93
448	KAA9K	30	913053	44
449	A49A9	30	936425	991
450	A7A7Q	30	949884	171
451	J2Q32	40	76850	167
452	J2KA2	40	77282	462
453	J2KAA	40	77294	450
454	J44TK	40	83117	756
455	J6488	40	91272	608
456	22752	40	141138	32
457	228A2	40	141538	352
458	24445	40	148549	630
459	26668	40	157288	290
460	2QJ72	40	180594	835
461	2QTQQ	40	182988	819
462	2K2J3	40	184851	332
463	3Q393	40	246675	2
464	4J498	40	267416	416
465	4J7A4	40	268260	313
466	45344	40	283460	402
467	4644A	40	287822	807
468	49434	40	300084	235
469	494QJ	40	300225	809
470	559JQ	40	350492	291
471	5T55A	40	370014	422
472	5KJ33	40	381235	229
473	6663K	40	419389	967
474	6K222	40	447010	129
475	6A566	40	451942	631
476	72292	40	467602	646
477	75999	40	481689	842
478	76656	40	484950	720
479	775A7	40	488935	176
480	7A57J	40	517489	782
481	8TJ78	40	565624	189
482	8Q8J6	40	575510	882
483	8A33J	40	582449	965
484	99AJ6	40	630294	316
485	9Q9J8	40	641304	768
486	QJAA3	40	794339	308
487	QQJ5A	40	835934	982
488	QAJTQ	40	844204	990
489	K5KTK	40	875949	118
490	K6J55	40	876885	153
491	K8588	40	886152	911
492	KQ555	40	902485	674
493	AJQ7Q	40	924796	802
494	A5A9A	40	941726	74
495	A9JTA	40	954798	198
496	2J929	50	137513	12
497	2KKJ2	50	187666	101
498	33636	50	210486	423
499	3KKK3	50	253395	629
500	42224	50	270884	771
501	4KK4J	50	318785	253
502	4A4AJ	50	320737	166
503	5JTT5	50	334501	775
504	55533	50	349491	793
505	63663	50	407139	8
506	64644	50	411204	649
507	79977	50	498039	887
508	8J833	50	530483	900
509	93939	50	604473	379
510	96996	50	616854	813
511	99292	50	627346	216
512	999TT	50	629162	609
513	T77T7	50	685991	733
514	T9J9T	50	692634	120
515	TATAA	50	715502	342
516	Q4Q44	50	805956	81
517	Q55Q5	50	808389	703
518	QQJQJ	undefined	836033	56
519	QQ533	30	836915	868
520	K2QK2	30	863442	163
521	K3QQ3	30	867523	459
522	K3K38	30	867640	195
523	K558K	30	873869	734
524	K7474	30	881780	565
525	K844K	30	885837	559
526	K88QK	30	886989	512
527	K88K9	30	887001	203
528	K8TT8	30	887464	648
529	K8KA8	30	888296	981
530	KK3A3	30	906211	774
531	KK454	30	906324	698
532	KK99A	30	907678	741
533	KKTT4	30	907940	696
534	A244A	30	926798	783
535	A266A	30	927342	483
536	A4A4Q	30	937548	704
537	A53A3	30	938979	434
538	A5K5A	30	941406	584
539	A63A3	30	943075	438
540	A6556	30	943446	73
541	AT8TA	30	960686	699
542	ATQQA	30	961742	406
543	AK7A7	30	972775	88
544	AKTAK	30	973549	102
545	AKA22	30	974370	563
546	AA299	30	975513	654
547	AA877	30	977015	558
548	J2733	40	75571	215
549	J2TT4	40	76452	656
550	J2QKK	40	77021	384
551	J3K9K	40	81309	281
552	J3AA6	40	81638	46
553	J4388	40	82824	881
554	J5TT2	40	88738	827
555	J6QQ2	40	93378	977
556	J7Q27	40	97319	124
557	J7KQ7	40	97735	788
558	J8284	40	98948	714
559	J939K	40	103325	271
560	JQ292	40	115346	971
561	JK336	40	119606	894
562	JK788	40	120712	184
563	JA8TT	40	125098	718
564	JA994	40	125332	497
565	2JT77	40	137847	507
566	22249	40	139849	731
567	227KJ	40	141265	160
568	22T24	40	141860	905
569	25999	40	154009	62
570	26656	40	157270	677
571	28885	40	166021	350
572	2Q229	40	180777	468
573	2K4J4	40	185364	724
574	338JK	40	210973	76
575	3389J	40	211089	59
576	35QJ5	40	220181	616
577	37787	40	227207	707
578	39J44	40	233796	592
579	39336	40	234294	679
580	39QJ9	40	236569	576
581	3TJ23	40	237859	969
582	3AT3J	40	256561	278
583	42232	40	270898	256
584	4333A	40	275262	986
585	44J79	40	278905	742
586	442Q4	40	279236	374
587	444K5	40	279765	729
588	44964	40	280932	130
589	45447	40	283719	979
590	46TTT	40	289450	375
591	47434	40	291892	210
592	484Q4	40	296132	302
593	4T2TT	40	303786	280
594	4T4K4	40	304340	864
595	4KQKK	40	318685	579
596	4AA5A	40	323166	804
597	52535	40	337205	309
598	52KJ5	40	339221	513
599	5333T	40	340794	116
600	53343	40	340803	569
601	54J88	40	344456	305
602	54556	40	345430	695
603	54575	40	345461	69
604	55J3T	40	348474	739
605	55JKA	40	348638	347
606	55625	40	349733	951
607	55765	40	350053	212
608	559J8	40	350488	211
609	57JQ5	40	356805	150
610	5722J	40	356897	772
611	58444	40	361540	372
612	5T4JT	40	369690	978
613	5T655	40	370261	711
614	5KKAK	40	384493	327
615	6JQ6T	40	400490	928
616	62AJ2	40	405010	934
617	633AJ	40	406497	604
618	63777	40	407415	270
619	64445	40	410693	543
620	6444Q	40	410700	786
621	662JT	40	418330	662
622	66692	40	419474	370
623	666Q7	40	419527	862
624	668JA	40	419870	922
625	66Q26	40	420902	792
626	69992	40	432530	221
627	6T2TT	40	434858	45
628	6TT5T	40	436826	853
629	6Q5QJ	40	443841	240
630	6Q888	40	444552	867
631	6QA66	40	446054	209
632	6K8JK	40	448541	832
633	6A6T6	40	452262	389
634	7J626	40	464422	16
635	73QJ7	40	474135	878
636	74A44	40	478788	541
637	7599J	40	481681	147
638	77357	40	488279	241
639	776Q7	40	489159	743
640	77739	40	489273	708
641	77786	40	489350	363
642	777KQ	40	489436	477
643	78886	40	493702	872
644	7TK77	40	503159	955
645	7QJKK	40	508381	442
646	7AQQQ	40	519372	839
647	82T22	40	535074	784
648	83444	40	537668	52
649	83848	40	538696	595
650	87757	40	554839	488
651	87889	40	555145	767
652	88T82	40	559746	51
653	89555	40	562517	606
654	8K85J	40	579665	594
655	9JTT7	40	596647	661
656	92J52	40	598354	548
657	92777	40	599927	57
658	93929	40	604457	50
659	93T99	40	604825	330
660	95989	40	612745	295
661	994A9	40	627945	901
662	99965	40	629093	119
663	99K9A	40	630174	883
664	9TT4T	40	633418	851
665	9QQQA	40	642254	486
666	9KKK4	40	646612	340
667	9AAA8	40	650984	481
668	TJ262	40	660066	258
669	TJ282	40	660098	262
670	TJ747	40	661319	493
671	T4448	40	672840	857
672	T59J5	40	678165	849
673	T5QJ5	40	678933	96
674	T6KKK	40	683485	87
675	T99QJ	40	694721	958
676	TT5T9	40	697769	889
677	TTQT2	40	699554	879
678	TATT6	40	715430	625
679	QJ4K4	40	791764	461
680	QJQ36	40	793654	694
681	Q25QQ	40	796108	199
682	Q3KQQ	40	802252	667
683	Q59QQ	40	809420	635
684	Q5QQK	40	810189	861
685	Q9J94	40	823700	246
686	QTQQ9	40	830665	557
687	QQJ82	40	835970	680
688	QQJ95	40	835989	685
689	K2J26	40	860454	514
690	K4474	40	869492	633
691	K7666	40	882278	55
692	K7K3K	40	884029	169
693	K84KK	40	885981	993
694	K8K7K	40	888189	542
695	K999T	40	891290	550
696	KKQK6	40	908502	670
697	KKK43	40	908611	207
698	KAA2A	40	912942	623
699	KAA8A	40	913038	688
700	AJ599	40	923033	419
701	A5955	40	940373	570
702	A74AA	40	947438	430
703	A8J98	40	950680	684
704	A98AJ	40	956641	180
705	AK333	40	971571	70
706	AKK2K	40	974125	850
707	AKKQK	40	974285	766
708	AA36A	40	975726	829
709	AA62A	40	976430	995
710	AA92A	40	977198	71
711	AAT6A	40	977518	222
712	AAK6A	40	978286	597
713	J2QQ2	50	76994	105
714	J4334	50	82740	907
715	J66KK	50	91869	84
716	J6886	50	92294	998
717	JQ8Q8	50	116936	587
718	JQKKQ	50	118236	533
719	JA77A	50	124798	339
720	2J772	50	137074	145
721	22666	50	140902	131
722	22772	50	141170	874
723	22929	50	141609	60
724	22AJA	50	142878	455
725	28J28	50	164136	39
726	28288	50	164488	780
727	28822	50	165922	177
728	2TT2T	50	174634	20
729	2AA2A	50	192046	11
730	33443	50	209987	112
731	33883	50	211075	470
732	33Q3Q	50	212028	125
733	35J35	50	217397	381
734	3TT3J	50	240177	174
735	3Q3JQ	50	246556	528
736	3AAA3	50	257763	974
737	44242	50	279106	938
738	44433	50	279603	721
739	44545	50	279877	647
740	47747	50	292679	317
741	4TT44	50	305732	671
742	52225	50	336421	155
743	55333	50	348979	870
744	55445	50	349253	103
745	56656	50	353878	100
746	5QQ5Q	50	379996	848
747	6J622	50	398882	975
748	63J63	50	405859	762
749	64J64	50	409956	552
750	64466	50	410726	204
751	65565	50	415077	471
752	66888	50	419976	664
753	69966	50	432486	217
754	6K66K	50	448109	273
755	75575	50	480629	377
756	76J67	50	483687	172
757	77227	50	487975	568
758	77337	50	488247	191
759	774J4	50	488468	673
760	77788	50	489352	254
761	7799J	50	489873	263
762	7KJK7	50	512471	816
763	8J8AA	50	530670	873
764	83388	50	537480	320
765	84488	50	541832	179
766	85855	50	546901	395
767	87887	50	555143	828
768	88666	50	558694	777
769	8KKK8	50	581080	324
770	8AA8A	50	585358	960
771	94944	50	608580	161
772	98899	50	624793	657
773	98988	50	625032	92
774	99977	50	629111	957
775	99KKJ	50	630225	737
776	9KK9K	50	646557	294
777	9AA99	50	650905	836
778	T33TT	50	668586	83
779	T555T	50	677210	596
780	T6T66	50	682598	333
781	T8T88	50	690824	123
782	TT222	50	696866	735
783	TT6T6	50	698022	239
784	TT77T	50	698234	666
785	TTTQQ	50	699084	612
786	TQQQT	50	707786	950
787	TKTTK	50	711341	676
788	QQ222	50	836130	918
789	QQ55J	50	836945	322
790	QQQ99	50	838809	626
791	K2K22	50	863522	710
792	K5K55	50	875861	276
793	K9K99	50	892313	536
794	KTTKK	50	895709	717
795	KK444	50	906308	243
796	KK4K4	50	906452	10
797	KKK22	50	908578	250
798	KKAJA	50	908830	444
799	KAKAK	50	912877	37
800	A2A22	50	929314	740
801	A66A6	50	943846	485
802	A9A9A	50	958110	639
803	AKAKA	50	974558	789
804	AA555	50	976213	170
805	AA888	50	977032	886
806	AATTT	50	977578	620
807	AAA55	50	978517	178
808	JJ243	60	70211	652
809	JJ8TT	60	71850	983
810	JJT23	60	72227	996
811	JJQ56	60	72790	885
812	JJQAA	60	72942	675
813	JJA8Q	60	73356	915
814	J2272	60	74354	628
815	J2422	60	74786	338
816	J289J	60	75921	192
817	J29J4	60	76052	847
818	J3T33	60	80435	269
819	J3K33	60	81203	42
820	J4J28	60	82216	600
821	J43J3	60	82707	547
822	J4AAJ	60	85729	298
823	J55K5	60	87509	580
824	J55AJ	60	87521	518
825	J5A55	60	89685	89
826	J667J	60	91761	15
827	J7J79	60	94585	279
828	J8K88	60	101768	904
829	J9J83	60	102787	976
830	J9699	60	104089	303
831	JTJA6	60	106982	427
832	JT3TJ	60	107425	326
833	JK59J	60	120209	248
834	JK9J9	60	121113	319
835	JAAA5	60	126693	428
836	JAAAT	60	126698	362
837	2JJ26	60	135462	954
838	2JJ5T	60	135514	725
839	2J888	60	137352	610
840	22223	60	139811	314
841	2223J	60	139825	182
842	222T2	60	139938	472
843	222Q2	60	139970	599
844	222K2	60	139986	640
845	225J2	60	140562	335
846	22622	60	140834	378
847	22722	60	141090	492
848	23AJJ	60	146961	351
849	28222	60	164386	877
850	2999J	60	170385	188
851	2QQQQ	60	183500	109
852	2A222	60	188962	359
853	3J833	60	202803	396
854	3JKQJ	60	204225	776
855	33339	60	209721	820
856	33353	60	209747	409
857	333K3	60	209875	49
858	33T33	60	211507	753
859	35555	60	218453	325
860	38888	60	231560	899
861	3A333	60	254771	618
862	4J888	60	268424	549
863	4JTTT	60	268970	446
864	42222	60	270882	224
865	4333J	60	275249	893
866	434J4	60	275476	689
867	44J84	60	278916	586
868	444JA	60	279582	682
869	4442J	60	279585	524
870	44424	60	279588	272
871	44446	60	279622	244
872	44448	60	279624	520
873	44544	60	279876	970
874	4464J	60	280129	888
875	44Q44	60	281668	709
876	46666	60	288358	95
877	48888	60	297096	5
878	4QJJT	60	311578	491
879	5J355	60	332629	439
880	55J85	60	348549	458
881	55455	60	349269	436
882	5552J	60	349473	821
883	55525	60	349477	469
884	55557	60	349527	636
885	5555T	60	349530	805
886	55855	60	350293	111
887	55Q55	60	351317	781
888	55A55	60	351829	117
889	585JJ	60	361745	773
890	59555	60	365909	634
891	5KKKJ	60	384465	613
892	6J466	60	398438	431
893	65JJA	60	413982	157
894	6555J	60	415057	653
895	65666	60	415334	9
896	66J63	60	418147	99
897	666T6	60	419494	287
898	666Q6	60	419526	344
899	66766	60	419686	903
900	6TTTT	60	436906	266
901	6KJ66	60	446822	345
902	7J77K	60	464765	304
903	7J9J4	60	465172	106
904	7JAAA	60	466670	341
905	73333	60	471859	323
906	74J44	60	475460	307
907	775J7	60	488727	988
908	77772	60	489330	386
909	77775	60	489333	660
910	77776	60	489334	779
911	7777Q	60	489340	498
912	7777A	60	489342	962
913	7999J	60	498065	611
914	8JJA5	60	528869	197
915	8J33J	60	529201	577
916	8J8JJ	undefined	530449	825
917	8J889	60	530569	232
918	83333	60	537395	645
919	85JJ8	60	545048	535
920	87888	60	555144	75
921	88898	60	559256	1000
922	88K88	60	560520	245
923	88A88	60	560776	168
924	8QJQQ	60	573900	451
925	93999	60	604569	4
926	95J99	60	610713	534
927	966J6	60	615958	590
928	96666	60	616038	845
929	97999	60	620953	107
930	99J9T	60	627098	945
931	99969	60	629097	349
932	99998	60	629144	158
933	99KJ9	60	630041	840
934	9T999	60	633241	237
935	9QJ99	60	639385	510
936	9K999	60	645529	619
937	9KKKK	60	646621	398
938	9AJ4J	60	647489	137
939	T6J4J	60	680257	400
940	T77JJ	60	685841	527
941	T7TTT	60	686762	705
942	T8888	60	690312	897
943	T8TJT	60	690714	939
944	TTJ2T	60	696618	144
945	TT9TT	60	698794	334
946	TTTKJ	60	699089	823
947	TQTTT	60	707242	36
948	TQQQQ	60	707788	665
949	QJJTQ	60	790956	917
950	QJ5J5	60	791829	412
951	QJQ7Q	60	793724	884
952	Q8888	60	821384	401
953	QQJ2Q	60	835884	521
954	QQJ5Q	60	835932	926
955	QQQQ5	60	838853	61
956	QQQQ9	60	838857	963
957	QQAQQ	60	839372	91
958	KJ8KK	60	858333	162
959	KJKJK	undefined	859421	200
960	KJK6K	60	859501	890
961	KJK7K	60	859517	973
962	K4JKK	60	868829	744
963	K5555	60	873813	906
964	K5KKK	60	875997	561
965	K7777	60	882551	519
966	KK2KK	60	905949	545
967	KK4KK	60	906461	454
968	KK6KK	60	906973	617
969	KK7KK	60	907229	331
970	KAAAA	60	913134	425
971	AJJ9T	60	922010	937
972	AJ777	60	923511	712
973	AJ888	60	923784	47
974	AJKAA	60	925166	833
975	A36JJ	60	931345	452
976	A5AAA	60	941806	247
977	A7JAJ	60	946657	650
978	ATTTT	60	961194	132
979	AQJJ4	60	966932	824
980	AA3AA	60	975854	19
981	AAAJ2	60	978450	94
982	AAA7A	60	978558	80
983	AAA8A	60	978574	785
984	AAA9A	60	978590	392
985	AAAQJ	60	978625	433
986	AAAA2	60	978658	196
987	AAAAT	60	978666	306
988	J5555	70	87381	418
989	J6666	70	91750	818
990	JAAAA	70	126702	761
991	2222J	70	139809	693
992	333J3	70	209683	930
993	444J4	70	279572	987
994	7777J	70	489329	315
995	8888J	70	559233	796
996	99J99	70	627097	989
997	TTJTT	70	696746	426
998	QJQQQ	70	793804	300
999	KKKJK	70	908573	296
252390585
